c_custkey,0
c_name,0
c_address,0
c_nationkey,0
c_phone,0
c_acctbal,0
c_mktsegment,0
c_comment,0
o_orderkey,14062537
o_custkey,0
o_orderstatus,2346081
o_totalprice,0
o_orderdate,0
o_orderpriority,0
o_clerk,0
o_shippriority,0
o_comment,0
l_orderkey,142371472
l_partkey,0
l_suppkey,108865744
l_linenumber,0
l_quantity,0
l_extendedprice,0
l_discount,0
l_tax,0
l_returnflag,0
l_linestatus,0
l_shipdate,0
l_commitdate,33156063
l_receiptdate,33229026
l_shipinstruct,0
l_shipmode,0
l_comment,0
p_partkey,0
p_name,0
p_mfgr,0
p_brand,0
p_type,0
p_size,0
p_container,0
p_retailprice,0
p_comment,0
ps_partkey,0
ps_suppkey,0
ps_availqty,0
ps_supplycost,0
ps_comment,0
s_suppkey,105406
s_name,62019
s_address,0
s_nationkey,15649
s_phone,0
s_acctbal,0
s_comment,0
n_nationkey,1
n_name,1
n_regionkey,0
n_comment,0
r_regionkey,0
r_name,0
r_comment,0
