c_custkey,1379515
c_name,0
c_address,0
c_nationkey,234784
c_phone,0
c_acctbal,0
c_mktsegment,0
c_comment,0
o_orderkey,16265422
o_custkey,2201997
o_orderstatus,0
o_totalprice,0
o_orderdate,3148434
o_orderpriority,0
o_clerk,0
o_shippriority,0
o_comment,0
l_orderkey,13814740
l_partkey,56197275
l_suppkey,484562
l_linenumber,0
l_quantity,0
l_extendedprice,484573
l_discount,245112
l_tax,0
l_returnflag,0
l_linestatus,0
l_shipdate,0
l_commitdate,0
l_receiptdate,0
l_shipinstruct,0
l_shipmode,0
l_comment,0
p_partkey,248758
p_name,0
p_mfgr,0
p_brand,0
p_type,314647
p_size,0
p_container,0
p_retailprice,0
p_comment,0
ps_partkey,0
ps_suppkey,0
ps_availqty,0
ps_supplycost,0
ps_comment,0
s_suppkey,93752
s_name,0
s_address,0
s_nationkey,15655
s_phone,0
s_acctbal,0
s_comment,0
n_nationkey,6
n_name,1
n_regionkey,1
n_comment,0
r_regionkey,1
r_name,2
r_comment,0
