c_custkey,0
c_name,0
c_address,0
c_nationkey,0
c_phone,0
c_acctbal,0
c_mktsegment,0
c_comment,0
o_orderkey,14062716
o_custkey,0
o_orderstatus,0
o_totalprice,0
o_orderdate,37728102
o_orderpriority,0
o_clerk,0
o_shippriority,0
o_comment,0
l_orderkey,29454198
l_partkey,154767187
l_suppkey,114924907
l_linenumber,0
l_quantity,32977418
l_extendedprice,64301079
l_discount,30955492
l_tax,0
l_returnflag,0
l_linestatus,0
l_shipdate,0
l_commitdate,0
l_receiptdate,0
l_shipinstruct,0
l_shipmode,0
l_comment,0
p_partkey,1260505
p_name,14004182
p_mfgr,0
p_brand,0
p_type,0
p_size,0
p_container,0
p_retailprice,0
p_comment,0
ps_partkey,5495366
ps_suppkey,81515715
ps_availqty,0
ps_supplycost,10813906
ps_comment,0
s_suppkey,93752
s_name,0
s_address,0
s_nationkey,15645
s_phone,0
s_acctbal,0
s_comment,0
n_nationkey,3
n_name,59
n_regionkey,0
n_comment,0
r_regionkey,0
r_name,0
r_comment,0
